Contig	GeneID	Start	End	Annotation
Contig_2	PSPPH_1406	1629280	1631424	ATP-dependent helicase, DinG family 
Contig_2	PSPPH_1407	1631536	1632684	Carboxylesterase 
Contig_2	PSPPH_1408	1632727	1633983	OmpA family protein 
Contig_2	PSPPH_1409	1634279	1634926	Pyridoxine/pyridoxamine 5'-phosphate oxidase 
Contig_2	PSPPH_1410	1635074	1635538	Outer membrane lipoprotein, putative 
Contig_2	PSPPH_1411	1637337	1635724	Uncharacterized protein 
Contig_2	PSPPH_1412	1638114	1637434	Lipoprotein, putative 
Contig_2	PSPPH_1413	1638998	1638297	High-affinity amino acid ABC transporter, ATP-binding protein 
Contig_2	PSPPH_1414	1639766	1638999	High-affinity branched-chain amino acid ABC transporter, ATP-binding protein 
Contig_2	PSPPH_1415	1641028	1639763	High-affinity branched-chain amino acid ABC transporter, permease protein 
Contig_2	PSPPH_1416	1641948	1641025	High-affinity branched-chain amino acid ABC transporter, permease protein 
Contig_2	PSPPH_1417	1643369	1642176	High-affinity branched-chain amino acid ABC transporter, periplasmic amino acid-binding protein 
Contig_2	PSPPH_1418	1643628	1643933	Uncharacterized protein 
Contig_2	PSPPH_1419	1646339	1644048	GGDEF domain/EAL domain protein 
Contig_2	PSPPH_1420	1646572	1647951	Major facilitator family transporter 
Contig_2	PSPPH_1421	1651065	1648219	RNA polymerase-associated protein RapA 
Contig_2	PSPPH_1422	1651299	1651631	Uncharacterized protein 
Contig_2	PSPPH_1423	1651696	1651851	Uncharacterized protein 
Contig_2	PSPPH_1424	1653644	1652070	Type III helper protein HopAK1 
Contig_2	PSPPH_1425	1654379	1653813	MaoC-like domain protein 
Contig_2	PSPPH_1426	1654652	1656340	Long-chain-fatty-acid--CoA ligase 
Contig_2	PSPPH_1427	1656695	1658386	Long-chain-fatty-acid--CoA ligase 
Contig_2	PSPPH_1428	1659070	1663005	ATP-dependent helicase HrpA 
Contig_2	PSPPH_1429	1663247	1664368	3-oxoacyl-(Acyl-carrier-protein) synthase III, putative 
Contig_2	PSPPH_1430	1664489	1669381	Leucine-rich repeat domain protein 
Contig_2	PSPPH_1431	1669422	1670549	DUF482 
Contig_2	PSPPH_1432	1672578	1670746	ABC transporter, ATP-binding/permease protein 
Contig_2	PSPPH_1433	1673289	1672681	Peptidyl-prolyl cis-trans isomerase 
Contig_2	PSPPH_1434	1674171	1673383	3-oxoadipate enol-lactonase 
Contig_2	PSPPH_1435	1675108	1674185	Transcriptional regulator, LysR family 
Contig_2	PSPPH_1436	1675206	1675490	Uncharacterized protein 
Contig_2	PSPPH_1437	1675651	1675743	Uncharacterized protein 
Contig_2	PSPPH_1438	1680625	1675793	Poly(Beta-D-mannuronate) C5 epimerase 3 (Mannuronanepimerase 3) 
Contig_2	PSPPH_1439	1680891	1681805	Carboxylate/amino acid/amine transporter, putative 
Contig_2	PSPPH_1440	1682512	1681778	Oxidoreductase, short chain dehydrogenase/reductase family 
Contig_2	PSPPH_1441	1682997	1682587	Uncharacterized protein (Fragment) 
Contig_2	PSPPH_1442	1683590	1684849	ISPsy18, transposase 
Contig_2	PSPPH_1443	1685202	1686056	Type III effector HopAF1 
Contig_2	PSPPH_1444	1686444	1686298	ISPsy24, transposase orfA 
Contig_2	PSPPH_1445	1687056	1686931	Uncharacterized protein 
Contig_2	PSPPH_1446	1687055	1687915	Putative transposase 
Contig_2	PSPPH_1448	1689139	1688702	Uncharacterized protein 
Contig_2	PSPPH_1449	1691130	1690555	Uncharacterized protein 
Contig_2	PSPPH_1450	1691561	1691361	Rhs family protein 
Contig_2	PSPPH_1451	1693937	1692945	Rhs family protein 
Contig_2	PSPPH_1452	1694840	1694238	Uncharacterized protein 
Contig_2	PSPPH_1453	1695928	1694840	Rhs family protein 
Contig_2	PSPPH_1454	1697475	1697702	Conserved domain protein 
Contig_2	PSPPH_1455	1697851	1698612	Oxidoreductase, short-chain dehydrogenase/reductase family 
Contig_2	PSPPH_1456	1699417	1698713	Uncharacterized protein 
Contig_2	PSPPH_1457	1699686	1699420	Uncharacterized protein 
Contig_2	PSPPH_1458	1700171	1699791	Uncharacterized protein 
Contig_2	PSPPH_1459	1702698	1700326	Outer membrane protein assembly factor BamA (Precursor) 
Contig_2	PSPPH_1460	1702915	1703604	DNA-binding response regulator CpxR 
Contig_2	PSPPH_1461	1703616	1704839	Sensor histidine kinase 
Contig_2	PSPPH_1462	1705008	1706345	ATP-dependent RNA helicase SrmB 
Contig_2	PSPPH_1463	1706404	1706844	Uncharacterized protein 
Contig_2	PSPPH_1464	1707962	1707099	Lipoprotein, putative 
Contig_2	PSPPH_1465	1708760	1708032	Uncharacterized protein 
Contig_2	PSPPH_1466	1709471	1708905	Uncharacterized protein 
Contig_2	PSPPH_1467	1709773	1709585	Uncharacterized protein 
Contig_2	PSPPH_1468	1710080	1710916	Nucleic acid binding protein 
Contig_2	PSPPH_1469	1710955	1711356	Uncharacterized protein 
Contig_2	PSPPH_1470	1711953	1711435	Uncharacterized protein 
Contig_2	PSPPH_1471	1712061	1712252	Mismatched base pair and cruciform DNA recognition protein 
Contig_2	PSPPH_1472	1712480	1713448	Ribonuclease BN, putative 
Contig_2	PSPPH_1473	1713495	1714034	Peptide deformylase 
Contig_2	PSPPH_1474	1714469	1714059	Acetyltransferase, GNAT family 
Contig_2	PSPPH_1475	1714591	1715604	Histidine transporter, periplasmic histidine-binding protein 
Contig_2	PSPPH_1476	1715739	1716239	Uncharacterized protein 
Contig_2	PSPPH_1477	1716268	1716705	Cytosine deaminase 
Contig_2	PSPPH_1478	1717044	1717865	Sigma factor sigB regulation protein rsbQ 
Contig_2	PSPPH_1479	1717855	1719030	Sensory box histidine kinase 
Contig_2	PSPPH_1480	1719147	1720331	Sensor histidine kinase 
Contig_2	PSPPH_1481	1720572	1720892	Lipoprotein, putative 
Contig_2	PSPPH_1482	1720955	1722118	Dehydrogenase, glucose/sorbosone family 
Contig_2	PSPPH_1483	1722519	1722211	Peptidase propeptide and YPEB domain protein 
Contig_2	PSPPH_1484	1722821	1724995	TonB-dependent siderophore receptor, putative 
Contig_2	PSPPH_1485	1726042	1727358	Major facilitator family transporter 
Contig_2	PSPPH_1487	1728285	1729004	Uncharacterized protein 
Contig_2	PSPPH_1488	1729731	1730603	Uncharacterized protein 
Contig_2	PSPPH_1489	1731579	1730608	GGDEF domain protein 
Contig_2	PSPPH_1490	1732631	1731528	ISPsy19, transposase 
Contig_2	PSPPH_1491	1733592	1733167	Major facilitator transporter 
Contig_2	PSPPH_1492	1734369	1733596	Major facilitator family transporter 
Contig_2	PSPPH_1493	1734479	1735387	LysR family transcriptional regulator 
Contig_2	PSPPH_1494	1736121	1735420	Uncharacterized protein 
Contig_2	PSPPH_1495	1736964	1736152	VacJ lipoprotein 
Contig_2	PSPPH_1496	1738255	1736957	Uncharacterized protein 
Contig_2	PSPPH_1497	1739528	1740382	Amino acid ABC transporter, permease protein 
Contig_2	PSPPH_1498	1740619	1740930	Membrane protein 
Contig_2	PSPPH_1499	1740927	1742585	Sodium:solute symporter family protein 
Contig_2	PSPPH_1500	1742849	1742691	Uncharacterized protein 
Contig_2	PSPPH_1501	1743164	1743541	Uncharacterized protein 
Contig_2	PSPPH_1502	1743645	1744460	Oxidoreductase, short chain dehydrogenase/reductase family 
Contig_2	PSPPH_1503	1744892	1745224	UPF0060 membrane protein PsgB076_07062 
Contig_2	PSPPH_1504	1745334	1745543	Global regulator (Carbon storage regulator) 
Contig_2	PSPPH_1505	1746829	1745570	ISPsy18, transposase 
Contig_2	PSPPH_1506	1747245	1747018	Uncharacterized protein 
Contig_2	PSPPH_1507	1748509	1747313	Glutamyl aminopeptidase family, clan MH 
Contig_2	PSPPH_1508	1750339	1748591	Acetyltransferase, GNAT family 
Contig_2	PSPPH_1509	1752115	1750343	Asparagine synthetase 
Contig_2	PSPPH_1510	1752352	1755120	Polysaccharide lyase family 8, super-sandwich domain protein 
Contig_2	PSPPH_1511	1756229	1755150	Uncharacterized protein 
Contig_2	PSPPH_1512	1758699	1756219	ABC transporter, permease protein, putative 
Contig_2	PSPPH_1513	1759367	1758699	ABC transporter, ATP-binding protein 
Contig_2	PSPPH_1514	1761524	1759542	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC 
Contig_2	PSPPH_1515	1761687	1763183	Uncharacterized protein 
Contig_2	PSPPH_1516	1763640	1763236	Uncharacterized protein 
Contig_2	PSPPH_1517	1764238	1763651	Uncharacterized protein 
Contig_2	PSPPH_1518	1764415	1766544	ATP-dependent DNA helicase RecQ 
Contig_2	PSPPH_1519	1766638	1767072	Transcriptional regulator, MarR family 
Contig_2	PSPPH_1520	1767168	1769375	LysM domain protein 
Contig_2	PSPPH_1521	1769765	1769415	Topoisomerase domain protein 
Contig_2	PSPPH_1522	1770016	1771581	Aerotaxis receptor Aer 
Contig_2	PSPPH_1523	1772229	1773839	Serine protease 
Contig_2	PSPPH_1524	1773940	1774569	Site-specific recombinase, phage integrase family, putative 
Contig_2	PSPPH_1525	1782566	1774851	Uncharacterized protein 
Contig_2	PSPPH_1527	1784245	1783340	ISPsy21, transposase orfB 
Contig_2	PSPPH_1528	1784565	1784242	ISPsy21, transposase orfA 
Contig_2	PSPPH_1529	1784632	1784799	ISPsy20, transposase IstB 
Contig_2	PSPPH_1530	1785383	1784949	Polygalacturonase 
Contig_2	PSPPH_1531	1785739	1786887	Quinolinate synthase A 
Contig_2	PSPPH_1532	1788462	1786939	TPR domain protein 
Contig_2	PSPPH_1533	1788513	1788764	SirA domain protein 
Contig_2	PSPPH_1534	1788800	1789870	Membrane protein, PerM family 
Contig_2	PSPPH_1535	1790398	1789925	AhpC/Tsa family protein 
Contig_2	PSPPH_1536	1790971	1790408	Glycine cleavage system transcriptional regulator 
Contig_2	PSPPH_1537	1791297	1792175	4-hydroxy-tetrahydrodipicolinate synthase 
Contig_2	PSPPH_1538	1792194	1793312	Lipoprotein, putative 
Contig_2	PSPPH_1539	1793313	1794071	Metallo-beta-lactamase family protein 
Contig_2	PSPPH_1540	1794100	1794810	Phosphoribosylaminoimidazole-succinocarboxamide synthase 
Contig_2	PSPPH_1542	1795437	1795126	Plasmid stabilization system family protein 
Contig_2	PSPPH_1543	1795663	1795415	Uncharacterized protein 
Contig_2	PSPPH_1544	1795932	1796414	Gas vesicle protein, putative 
Contig_2	PSPPH_1545	1796696	1798417	NAD-dependent malic enzyme 
Contig_2	PSPPH_1546	1798653	1800296	Membrane protein, putative 
Contig_2	PSPPH_1547	1800485	1801618	Ribonuclease D 
Contig_2	PSPPH_1548	1801615	1801908	YcgL domain-containing protein PssSM_1603 
Contig_2	PSPPH_1549	1801979	1802911	D-isomer specific 2-hydroxyacid dehydrogenase family protein 
Contig_2	PSPPH_1550	1803586	1802993	Nitroreductase family protein 
Contig_2	PSPPH_1551	1803798	1804247	UPF0260 protein PSPPH_1551 
Contig_2	PSPPH_1552	1804632	1804252	Uncharacterized protein 
Contig_2	PSPPH_1553	1805231	1804731	Uncharacterized protein 
Contig_2	PSPPH_1554	1806205	1805306	Copper resistance protein B 
Contig_2	PSPPH_1556	1808441	1808067	Restriction endonuclease 
Contig_2	PSPPH_1557	1808984	1808508	Cyclic nucleotide-binding protein 
Contig_2	PSPPH_1558	1811125	1809065	Protease II 
Contig_2	PSPPH_1559	1811257	1811733	Uncharacterized protein 
Contig_2	PSPPH_1560	1811810	1812598	Predicted glutamine amidotransferase 
Contig_2	PSPPH_1561	1812644	1813168	Uncharacterized protein 
Contig_2	PSPPH_1562	1814408	1813230	Uncharacterized protein 
Contig_2	PSPPH_1564	1815704	1816201	Uncharacterized protein 
Contig_2	PSPPH_1565	1817265	1816198	Uncharacterized protein 
Contig_2	PSPPH_1566	1817392	1818366	Cysteine synthase 
Contig_2	PSPPH_1567	1818544	1819482	Aspartyl-asparaginyl beta-hydroxylase 
Contig_2	PSPPH_1568	1823010	1819537	Sensory box histidine kinase/response regulator 
Contig_2	PSPPH_1569	1823254	1825116	Acyltransferase family protein 
Contig_2	PSPPH_1570	1826161	1825214	Bile acid transporter family protein 
Contig_2	PSPPH_1571	1827171	1826251	Recombination-associated protein RdgC 
Contig_2	PSPPH_1574	1828120	1828515	Uncharacterized protein 
Contig_2	PSPPH_1575	1828635	1829825	CAIB/BAIF family protein 
Contig_2	PSPPH_1576	1829881	1830258	Glyoxalase family protein 
Contig_2	PSPPH_1577	1831603	1830260	C4-dicarboxylate transport protein 3 
Contig_2	PSPPH_1578	1832764	1831709	Tartrate dehydrogenase 
Contig_2	PSPPH_1579	1832899	1833819	Transcriptional regulator, LysR family 
Contig_2	PSPPH_1580	1834432	1833830	Uncharacterized protein 
Contig_2	PSPPH_1581	1834595	1836004	Uncharacterized protein 
Contig_2	PSPPH_1582	1836211	1836981	Peptidyl-prolyl cis-trans isomerase 
Contig_2	PSPPH_1583	1837347	1837799	Uncharacterized protein 
Contig_2	PSPPH_1584	1837900	1838241	Transcriptional regulator, Cro/CI family 
Contig_2	PSPPH_1585	1838244	1838609	Uncharacterized protein 
Contig_2	PSPPH_1586	1840578	1838746	EAL domain/GGDEF domain protein 
Contig_2	PSPPH_1587	1842750	1840636	Tail-specific protease 
Contig_2	PSPPH_1588	1842856	1843818	Oxidoreductase, zinc-binding 
Contig_2	PSPPH_1589	1844491	1843838	HAD-superfamily hydrolase, subfamily IB, TIGR01490 
Contig_2	PSPPH_1590	1845591	1844602	Polyamine ABC transporter, ATP-binding protein, putative 
Contig_2	PSPPH_1591	1846390	1845593	Polyamine ABC transporter, permease protein, putative 
Contig_2	PSPPH_1592	1847219	1846377	Polyamine ABC transporter, permease protein, putative 
Contig_2	PSPPH_1593	1848022	1847216	Uncharacterized protein 
Contig_2	PSPPH_1594	1849168	1848101	ABC transporter, periplasmic substrate-binding protein 
Contig_2	PSPPH_1595	1849523	1850245	Transcriptional regulator, GntR family 
Contig_2	PSPPH_1597	1851116	1852375	ISPsy18, transposase 
Contig_2	PSPPH_1599	1857396	1856107	Probable M18 family aminopeptidase 2 
Contig_2	PSPPH_1600	1859073	1857970	ISPsy19, transposase 
Contig_2	PSPPH_1601	1862987	1861521	Uncharacterized protein 
Contig_2	PSPPH_1602	1864999	1863944	ISPsy19, transposase 
Contig_2	PSPPH_1603	1865794	1865081	Pseudouridine synthase 
Contig_2	PSPPH_1604	1866061	1865807	Cell division topological specificity factor 
Contig_2	PSPPH_1605	1866873	1866061	Site-determining protein 
Contig_2	PSPPH_1606	1867845	1867105	Probable septum site-determining protein MinC 
Contig_2	PSPPH_1607	1867966	1868898	Lipid A biosynthesis lauroyl acyltransferase 
Contig_2	PSPPH_1608	1868932	1870113	Patatin family protein 
Contig_2	PSPPH_1609	1870391	1870155	Rieske 2Fe-2S domain protein 
Contig_2	PSPPH_1610	1871232	1870375	Uncharacterized protein 
Contig_2	PSPPH_1611	1872029	1871232	Dihydrodipicolinate synthetase family protein 
Contig_2	PSPPH_1612	1872537	1872019	Uncharacterized protein 
Contig_2	PSPPH_1613	1873726	1872530	Uncharacterized protein 
Contig_2	PSPPH_1614	1873945	1874625	Autoinducer synthesis protein AhlI 
Contig_2	PSPPH_1615	1875328	1874627	Autoinducer transcriptional regulator AhlR 
Contig_2	PSPPH_1617	1877218	1876766	Transcriptional regulator, MarR family 
Contig_2	PSPPH_1619	1880993	1880139	Pirin 
Contig_2	PSPPH_1620	1881605	1881195	Uncharacterized protein 
Contig_2	PSPPH_1621	1884130	1881683	Acyl-CoA dehydrogenase family protein 
Contig_2	PSPPH_1622	1884293	1884916	Glutathione S-transferase family protein 
Contig_2	PSPPH_1623	1885082	1886032	ABC transporter, ATP-binding protein 
Contig_2	PSPPH_1624	1886029	1886817	ABC transporter, permease protein 
Contig_2	PSPPH_1626	1889241	1889918	MotA/TolQ/ExbB proton channel 
Contig_2	PSPPH_1627	1889915	1890346	Biopolymer transport protein ExbD/TolR family 
Contig_2	PSPPH_1628	1890346	1891341	Tetraacyldisaccharide 4'-kinase 
Contig_2	PSPPH_1629	1891338	1891544	Tetraacyldisaccharide 4'-kinase 
Contig_2	PSPPH_1630	1891541	1892305	3-deoxy-manno-octulosonate cytidylyltransferase 
Contig_2	PSPPH_1631	1892340	1893359	UDP-N-acetylenolpyruvoylglucosamine reductase 
Contig_2	PSPPH_1632	1897037	1893648	Ribonuclease E 
Contig_2	PSPPH_1633	1897707	1898663	Pseudouridine synthase 
Contig_2	PSPPH_1634	1898653	1899315	Hydrolase, HAD-superfamily, subfamily IA, variant 1 
Contig_2	PSPPH_1635	1899340	1900338	Signal peptide peptidase SppA, 36K type 
Contig_2	PSPPH_1636	1900972	1900394	Maf-like protein PSPPH_1636 
Contig_2	PSPPH_1637	1901079	1901606	Uncharacterized ACR 
Contig_2	PSPPH_1638	1901620	1901802	50S ribosomal protein L32 
Contig_2	PSPPH_1639	1901807	1902829	Phosphate acyltransferase 
Contig_2	PSPPH_1640	1902946	1903884	Malonyl CoA-acyl carrier protein transacylase 
Contig_2	PSPPH_1641	1903900	1904643	3-oxoacyl-(Acyl-carrier protein) reductase 
Contig_2	PSPPH_1642	1904835	1905071	Acyl carrier protein 
Contig_2	PSPPH_1643	1905200	1906444	3-oxoacyl-[acyl-carrier-protein] synthase 2 
Contig_2	PSPPH_1644	1906444	1907259	4-amino-4-deoxychorismate lyase 
Contig_2	PSPPH_1645	1907281	1908414	Uncharacterized BCR, YceG family 
Contig_2	PSPPH_1646	1908437	1909069	Thymidylate kinase 
Contig_2	PSPPH_1647	1909062	1910048	DNA polymerase III, delta prime subunit 
Contig_2	PSPPH_1648	1910083	1910439	Type IV pilus biogenesis protein PilZ 
Contig_2	PSPPH_1649	1910454	1911239	Hydrolase, TatD family 
Contig_2	PSPPH_1650	1911598	1912251	Transporter, LysE family 
Contig_2	PSPPH_1651	1912407	1913069	Transcriptional regulator, TetR family 
Contig_2	PSPPH_1652	1913193	1913795	Lipoprotein, putative 
Contig_2	PSPPH_1653	1913816	1914376	Uncharacterized protein 
Contig_2	PSPPH_1654	1914462	1915472	Aspartate-semialdehyde dehydrogenase 
Contig_2	PSPPH_1655	1915582	1918413	LysM domain protein 
Contig_2	PSPPH_1656	1918575	1919399	tRNA pseudouridine synthase A 
Contig_2	PSPPH_1657	1919461	1920081	N-(5'-phosphoribosyl)anthranilate isomerase 
Contig_2	PSPPH_1658	1920331	1921251	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta 
Contig_2	PSPPH_1659	1921248	1922552	Folylpolyglutamate synthase/dihydrofolate synthase 
Contig_2	PSPPH_1660	1922536	1923195	Sporulation related repeat protein 
Contig_2	PSPPH_1661	1923314	1923901	CvpA family protein 
Contig_2	PSPPH_1662	1923914	1925422	Amidophosphoribosyltransferase 
Contig_2	PSPPH_1663	1925444	1926655	O-succinylhomoserine sulfhydrylase 
Contig_2	PSPPH_1664	1926706	1927470	Oxidoreductase, short chain dehydrogenase/reductase family 
Contig_2	PSPPH_1668	1928264	1929082	Lipoprotein, putative 
Contig_2	PSPPH_1669	1930776	1929241	Threonine ammonia-lyase, biosynthetic 
Contig_2	PSPPH_1670	1932364	1931324	Transcriptional regulator, AraC family 
Contig_2	PSPPH_1671	1933500	1932367	Hydrolase, carbon-nitrogen family 
Contig_2	PSPPH_1672	1933704	1935743	2,4-dienoyl-CoA reductase 
Contig_2	PSPPH_1673	1935769	1936713	ACC deaminase/D-cysteine desulfhydrase family protein 
Contig_2	PSPPH_1674	1936862	1937986	Major facilitator family transporter 
Contig_2	PSPPH_1675	1937990	1938199	Major facilitator transporter 
Contig_2	PSPPH_1676	1939204	1938458	UDP-2,3-diacylglucosamine hydrolase 
Contig_2	PSPPH_1677	1939743	1939201	Peptidyl-prolyl cis-trans isomerase 
Contig_2	PSPPH_1678	1939897	1941606	Glutamine--tRNA ligase 
Contig_2	PSPPH_1679	1941626	1943008	Cysteine--tRNA ligase 
Contig_2	PSPPH_1680	1945028	1943175	Sigma-54 dependent transcriptional regulator 
Contig_2	PSPPH_1681	1945328	1946422	ABC transporter, ATP-binding protein 
Contig_2	PSPPH_1682	1946422	1947537	ABC transporter, ATP-binding protein 
Contig_2	PSPPH_1683	1947539	1948396	Sugar ABC-type transport system, permease protein 
Contig_2	PSPPH_1684	1948407	1949207	ABC transporter, permease protein 
Contig_2	PSPPH_1685	1949220	1949492	Uncharacterized protein 
Contig_2	PSPPH_1686	1949578	1951350	ABC transporter, periplasmic substrate-binding protein, putative 
Contig_2	PSPPH_1687	1952267	1951413	Bifunctional protein FolD 
Contig_2	PSPPH_1691	1953400	1954479	Conserved domain protein 
Contig_2	PSPPH_1692	1954418	1955032	Uncharacterized protein 
Contig_2	PSPPH_1693	1955057	1957165	Uncharacterized protein 
Contig_2	PSPPH_1694	1958197	1957205	Uncharacterized protein 
Contig_2	PSPPH_1695	1958687	1959331	Lipoprotein, putative 
Contig_2	PSPPH_1696	1960205	1960711	Uncharacterized protein 
Contig_2	PSPPH_1697	1960803	1962113	Trigger factor 
Contig_2	PSPPH_1698	1962205	1962846	ATP-dependent Clp protease proteolytic subunit 
Contig_2	PSPPH_1699	1962953	1964236	ATP-dependent Clp protease ATP-binding subunit ClpX 
Contig_2	PSPPH_1700	1964447	1966843	Lon protease 
Contig_2	PSPPH_1701	1966990	1967262	Nucleoid protein HU beta subunit 
Contig_2	PSPPH_1702	1967468	1969351	Peptidyl-prolyl cis-trans isomerase D, putative 
Contig_2	PSPPH_1703	1970258	1969464	Enoyl-[acyl-carrier-protein] reductase [NADH] 
Contig_2	PSPPH_1704	1971887	1970277	ABC transporter, ATP-binding protein 
Contig_2	PSPPH_1705	1972908	1971889	ABC transporter, permease protein 
Contig_2	PSPPH_1706	1973983	1972910	Binding-protein-dependent transport systems inner membrane component (Precursor) 
Contig_2	PSPPH_1707	1975841	1973985	ABC transporter, periplasmic substrate-binding protein 
Contig_2	PSPPH_1708	1977805	1975838	ABC transporter, periplasmic substrate-binding protein 
Contig_2	PSPPH_1709	1979391	1977805	Membrane-bound lytic murein transglycosylase D 
Contig_2	PSPPH_1710	1980270	1979491	Hydroxyacylglutathione hydrolase 
Contig_2	PSPPH_1711	1980352	1981113	Uncharacterized protein 
Contig_2	PSPPH_1712	1981160	1981609	Ribonuclease H 
Contig_2	PSPPH_1713	1982536	1981631	Uncharacterized protein 
Contig_2	PSPPH_1714	1983316	1982552	Serine acetyltransferase 
Contig_2	PSPPH_1715	1983576	1984355	DNA polymerase III, epsilon subunit 
Contig_2	PSPPH_1716	1984377	1984931	Acetyltransferase, GNAT family 
Contig_2	PSPPH_1717	1985337	1984978	Uncharacterized protein 
Contig_2	PSPPH_1718	1985405	1985974	FMN reductase, NADPH-dependent 
Contig_2	PSPPH_1719	1986112	1991337	Uncharacterized protein 
Contig_2	PSPPH_1720	1992532	1991381	Acyl-CoA dehydrogenase 
Contig_2	PSPPH_1721	1993633	1992536	Enoly-CoA hydratase/isomerase family protein 
Contig_2	PSPPH_1722	1993963	1995591	Transporter, putative 
Contig_2	PSPPH_1723	1995588	1996745	HlyD family secretion protein 
Contig_2	PSPPH_1724	1998535	1996919	Phosphate transporter family protein 
Contig_2	PSPPH_1725	1999770	1998652	Cation transporter, putative 
Contig_2	PSPPH_1726	2000663	1999842	Oxidoreductase, aldo/keto reductase family 
Contig_2	PSPPH_1727	2002398	2000767	Methyl-accepting chemotaxis protein 
Contig_2	PSPPH_1728	2003362	2002754	Transcriptional regulator, TetR family 
Contig_2	PSPPH_1729	2006339	2003469	Sensory box sensor histidine kinase/response regulator 
Contig_2	PSPPH_1730	2006402	2007334	Transcriptional regulator, TetR family 
Contig_2	PSPPH_1732	2010150	2009773	Uncharacterized protein 
Contig_2	PSPPH_1734	2011620	2012303	Transcriptional regulator, ArsR family 
Contig_2	PSPPH_1735	2012390	2013493	ISPsy19, transposase 
Contig_2	PSPPH_1736	2016579	2014411	TonB-dependent siderophore receptor 
Contig_2	PSPPH_1737	2017673	2016765	Transcriptional regulator, LysR family 
Contig_2	PSPPH_1738	2017744	2018217	Glyoxalase family protein family 
Contig_2	PSPPH_1739	2018214	2018798	Glutathione S-transferase family protein 
Contig_2	PSPPH_1740	2019053	2020591	Deoxyribodipyrimidine photolyase-related protein 
Contig_2	PSPPH_1741	2020588	2020731	Uncharacterized protein 
Contig_2	PSPPH_1742	2020878	2021306	Membrane protein, putative 
Contig_2	PSPPH_1743	2021303	2022595	L-sorbosone dehydrogenase 
Contig_2	PSPPH_1744	2022846	2024045	Carbohydrate transporter, putative 
Contig_2	PSPPH_1745	2025746	2024106	Methyl-accepting chemotaxis protein 
Contig_2	PSPPH_1746	2027030	2026035	Oxidoreductase, aldo/keto reductase family 
Contig_2	PSPPH_1747	2027188	2027910	Haloacid dehalogenase, type II 
Contig_2	PSPPH_1748	2028454	2027936	Acetyltransferase, GNAT family 
Contig_2	PSPPH_1749	2029074	2038109	Non-ribosomal peptide synthetase 
Contig_2	PSPPH_1750	2038106	2042218	Non-ribosomal peptide synthetase 
Contig_2	PSPPH_1751	2042218	2051370	Non-ribosomal peptide synthetase/polyketide synthetase 
Contig_2	PSPPH_1752	2051478	2052338	TauD/TfdA family dioxygenase 
Contig_2	PSPPH_1753	2052896	2052381	Acetyltransferase, GNAT family 
Contig_2	PSPPH_1754	2053051	2054178	Uncharacterized protein 
Contig_2	PSPPH_1755	2054184	2054294	Uncharacterized protein 
Contig_2	PSPPH_1756	2054447	2056375	Methyl-accepting chemotaxis protein 
Contig_2	PSPPH_1757	2057344	2056406	Membrane protein 
Contig_2	PSPPH_1758	2057413	2058267	Transcriptional regulator, LysR family 
Contig_2	PSPPH_1759	2058588	2058304	Plasmid stabilization system family protein 
Contig_2	PSPPH_1760	2058817	2058578	Ribbon-helix-helix protein, copG family domain protein 
Contig_2	PSPPH_1761	2059993	2058977	1-aminocyclopropane-1-carboxylate deaminase 
Contig_2	PSPPH_1762	2060168	2060686	Transcriptional regulator, AsnC family 
Contig_2	PSPPH_1763	2060836	2061744	Membrane protein, putative 
Contig_2	PSPPH_1765	2064361	2063087	Membrane protein, putative 
Contig_2	PSPPH_1766	2064879	2064367	Ureidoglycolate lyase 
Contig_2	PSPPH_1767	2066117	2065122	Probable allantoicase 
Contig_2	PSPPH_1768	2066674	2066159	Uncharacterized protein 
Contig_2	PSPPH_1769	2067600	2066671	Polysaccharide deacetylase family protein 
Contig_2	PSPPH_1770	2067989	2068342	5-hydroxyisourate hydrolase 
Contig_2	PSPPH_1771	2068454	2069206	Transcriptional regulator, GntR family 
Contig_2	PSPPH_1772	2071282	2069969	Guanine deaminase 
Contig_2	PSPPH_1773	2072139	2071300	Xanthine dehydrogenase accessory factor XdhC, putative 
Contig_2	PSPPH_1774	2074655	2072136	Xanthine dehydrogenase, C-terminal subunit 
Contig_2	PSPPH_1775	2076102	2074648	Xanthine dehydrogenase 
Contig_2	PSPPH_1776	2076379	2077038	Transcriptional regulator, GntR family 
Contig_2	PSPPH_1777	2077043	2080531	Chromosome partition protein Smc 
Contig_2	PSPPH_1778	2080782	2081651	Cell division protein ZipA homolog 
Contig_2	PSPPH_1779	2081781	2084144	DNA ligase 
Contig_2	PSPPH_1780	2084780	2085943	Uncharacterized protein 
Contig_2	PSPPH_1781	2086484	2085996	Acetyltransferase, GNAT family 
Contig_2	PSPPH_1782	2087249	2088235	Mechanosensitive ion channel family protein 
Contig_2	PSPPH_1783	2089938	2088253	Acid phosphatase 
Contig_2	PSPPH_1784	2090826	2090032	Uncharacterized protein 
Contig_2	PSPPH_1785	2090927	2093140	DNA polymerase III, subunits gamma and tau 
Contig_2	PSPPH_1786	2093202	2093528	Nucleoid-associated protein N018_17145 
Contig_2	PSPPH_1787	2093685	2093939	Sulfurtransferase TusA homolog 
